model_name,model_loss,model_acc
KMNISTModelV0,1.09799325466156,67.4620607028754
KMNISTModelV1,0.9866064786911011,70.25758785942492
KMNISTModelV2,0.42525434494018555,88.64816293929712
KMNISTModelV3,0.39207524061203003,91.46365814696486
